ticker,tier,bucket,listing,year,status,source,first_bar,n_bars
ALKT,T2,headline,2021-04-14,2021,ok,yfinance,2021-04-14,1316
ESTC,T2,headline,2018-10-05,2018,ok,yfinance,2018-10-05,1949
PBF,T2,headline,2012-12-12,2012,ok,yfinance,2012-12-13,3412
PFHC,T2,headline,2022-05-13,2022,missing_both_sources,,,0
ZKH,T2,headline,2023-12-15,2023,ok,yfinance,2023-12-15,642
LOAR,T2,headline,2024-04-25,2024,ok,yfinance,2024-04-25,553
CAVA,T2,headline,2023-06-15,2023,ok,yfinance,2023-06-15,769
SHLX,T2,headline,2014-10-29,2014,missing_both_sources,,,0
ADPT,T2,headline,2019-06-27,2019,ok,yfinance,2019-06-27,1768
PAY,T2,headline,2021-05-26,2021,ok,yfinance,2021-05-26,1286
MOMO,T2,headline,2014-12-11,2014,ok,yfinance,2014-12-11,2910
BNL,T2,headline,2020-09-17,2020,ok,yfinance,2020-09-17,1459
W,T2,headline,2014-10-02,2014,ok,yfinance,2014-10-02,2959
HUYA,T2,headline,2018-05-11,2018,ok,yfinance,2018-05-11,2051
JUNO,T2,headline,2014-12-19,2014,ok,yfinance,2014-12-19,814
JELD,T2,headline,2017-01-27,2017,ok,yfinance,2017-01-27,2375
RSPP,T2,headline,2014-01-17,2014,ok,yfinance,2014-01-17,1132
PRVA,T2,headline,2021-04-29,2021,ok,yfinance,2021-04-28,1306
IBTA,T2,headline,2024-04-19,2024,ok,yfinance,2024-04-19,557
HSAI,T2,headline,2023-02-10,2023,ok,yfinance,2023-02-09,856
FLYW,T2,headline,2021-05-26,2021,ok,yfinance,2021-05-26,1286
WBI,T2,headline,2025-09-17,2025,ok,yfinance,2025-09-17,204
TERP,T2,headline,2014-07-18,2014,missing_both_sources,,,0
PDH,T2,headline,2012-05-03,2012,missing_both_sources,,,0
LAUR,T2,headline,2017-02-01,2017,ok,yfinance,2017-02-01,2372
NP,T2,headline,2025-10-01,2025,ok,yfinance,2025-10-01,194
NFE,T2,headline,2019-01-31,2019,ok,yfinance,2019-01-31,1870
PF,T2,headline,2013-03-28,2013,ok,yfinance,2013-03-28,1406
CURV,T2,headline,2021-07-01,2021,ok,yfinance,2021-07-01,1261
SFBS,T2,headline,2014-05-14,2014,ok,yfinance,2014-05-14,3057
MANU,T2,headline,2012-08-09,2012,ok,yfinance,2012-08-10,3497
SWIM,T2,headline,2021-04-23,2021,ok,yfinance,2021-04-23,1309
BAH,T2,headline,2010-11-16,2010,ok,yfinance,2010-11-18,3932
ARDT,T2,headline,2024-07-18,2024,ok,yfinance,2024-07-18,496
RRR,T2,headline,2016-04-27,2016,ok,yfinance,2016-04-27,2565
COLD,T2,headline,2018-01-19,2018,ok,yfinance,2018-01-19,2129
ATAI,T2,headline,2021-06-18,2021,ok,yfinance,2021-06-18,1270
PAX,T2,headline,2021-01-22,2021,ok,yfinance,2021-01-22,1372
NTNX,T2,headline,2016-09-30,2016,ok,yfinance,2016-09-30,2456
FA,T2,headline,2021-06-23,2021,ok,yfinance,2021-06-23,1267
TASK,T2,headline,2021-06-11,2021,ok,yfinance,2021-06-11,1275
LOMA,T2,headline,2017-11-01,2017,ok,yfinance,2017-11-01,2182
BTSG,T2,headline,2024-01-26,2024,ok,yfinance,2024-01-26,615
BJ,T2,headline,2018-06-28,2018,ok,yfinance,2018-06-28,2018
CTKB,T2,headline,2021-07-23,2021,ok,yfinance,2021-07-23,1246
BV,T2,headline,2018-06-28,2018,ok,yfinance,2018-06-28,2018
VIR,T2,headline,2019-10-11,2019,ok,yfinance,2019-10-11,1694
AVAH,T2,headline,2021-04-29,2021,ok,yfinance,2021-04-28,1306
EXFY,T2,headline,2021-11-10,2021,ok,yfinance,2021-11-10,1169
MULE,T2,headline,2017-03-17,2017,ok,yfinance,2017-03-17,284
BIRD,T2,headline,2021-11-03,2021,ok,yfinance,2021-11-03,1174
CPPL,T2,headline,2015-02-05,2015,missing_both_sources,,,0
SCPL,T2,headline,2019-05-03,2019,missing_both_sources,,,0
ALLO,T2,headline,2018-10-11,2018,ok,yfinance,2018-10-11,1945
NEXA,T2,headline,2017-10-27,2017,ok,yfinance,2017-10-27,2185
EM,T2,headline,2021-04-01,2021,late_start_gap,yfinance,2026-04-29,1
APAM,T2,headline,2013-03-06,2013,ok,yfinance,2013-03-07,3356
TENB,T2,headline,2018-07-26,2018,ok,yfinance,2018-07-26,1999
FLOC,T2,headline,2025-01-16,2025,ok,yfinance,2025-01-16,371
RLJ,T2,headline,2011-05-10,2011,ok,yfinance,2011-05-11,3813
NMRK,T2,headline,2017-12-15,2017,ok,yfinance,2017-12-15,2151
PE,T2,headline,2014-05-23,2014,missing_both_sources,,,0
FOCS,T2,headline,2018-07-26,2018,missing_both_sources,,,0
VNOM,T2,headline,2014-06-18,2014,ok,yfinance,2014-06-18,3033
BBIO,T2,headline,2019-06-27,2019,ok,yfinance,2019-06-27,1768
LBRT,T2,headline,2018-01-12,2018,ok,yfinance,2018-01-11,2134
API,T2,headline,2020-06-26,2020,ok,yfinance,2020-06-26,1516
FORG,T2,headline,2021-09-16,2021,missing_both_sources,,,0
CINT,T2,headline,2021-11-10,2021,ok,yfinance,2021-11-10,1169
ODD,T2,headline,2023-07-19,2023,ok,yfinance,2023-07-19,747
TVPT,T2,headline,2014-09-25,2014,ok,yfinance,2014-09-25,1157
CRTO,T2,headline,2013-10-30,2013,ok,yfinance,2013-10-30,3191
TBBB,T2,headline,2024-02-09,2024,ok,yfinance,2024-02-09,605
FND,T2,headline,2017-04-27,2017,ok,yfinance,2017-04-27,2313
YXT,T2,headline,2024-08-16,2024,ok,yfinance,2024-08-16,475
PFGC,T2,headline,2015-10-01,2015,ok,yfinance,2015-09-30,2709
AVIR,T2,headline,2020-10-30,2020,ok,yfinance,2020-10-30,1428
ATHM,T2,headline,2013-12-10,2013,ok,yfinance,2013-12-11,3162
ENFN,T2,headline,2021-10-21,2021,missing_both_sources,,,0
SIR,T2,headline,2012-03-06,2012,ok,yfinance,2012-03-07,3537
TSLA,T2,headline,2010-06-28,2010,ok,yfinance,2010-06-29,4032
GO,T2,headline,2019-06-20,2019,ok,yfinance,2019-06-20,1773
CSTM,T2,headline,2013-05-22,2013,ok,yfinance,2013-05-23,3302
ZETA,T2,headline,2021-06-10,2021,ok,yfinance,2021-06-10,1276
CAFD,T2,headline,2015-06-19,2015,ok,yfinance,2015-06-19,764
APRN,T2,headline,2017-06-29,2017,missing_both_sources,,,0
ZS,T2,headline,2018-03-16,2018,ok,yfinance,2018-03-16,2090
ERAS,T2,headline,2021-07-16,2021,ok,yfinance,2021-07-16,1251
SEMR,T2,headline,2021-03-25,2021,missing_both_sources,,,0
BPMP,T2,headline,2017-10-26,2017,missing_both_sources,,,0
FOUR,T2,headline,2020-06-05,2020,ok,yfinance,2020-06-05,1531
RPAI,T2,headline,2012-04-05,2012,missing_both_sources,,,0
NVCR,T2,headline,2015-10-02,2015,ok,yfinance,2015-10-01,2708
CTRI,T2,headline,2024-04-19,2024,ok,yfinance,2024-04-19,557
XMTR,T2,headline,2021-06-30,2021,ok,yfinance,2021-06-30,1262
DATA,T2,headline,2013-05-16,2013,missing_both_sources,,,0
LAW,T2,headline,2021-07-21,2021,ok,yfinance,2021-07-21,1248
ARHS,T2,headline,2021-11-04,2021,ok,yfinance,2021-11-04,1173
BSM,T2,headline,2015-05-01,2015,ok,yfinance,2015-04-30,2815
MNR,T2,headline,2023-10-25,2023,ok,yfinance,2023-10-25,678
AESI,T2,headline,2023-03-08,2023,ok,yfinance,2023-03-09,837
PD,T2,headline,2019-04-11,2019,ok,yfinance,2019-04-11,1821
ETSY,T2,headline,2015-04-16,2015,ok,yfinance,2015-04-16,2825
CWH,T2,headline,2016-10-07,2016,ok,yfinance,2016-10-07,2451
CVNA,T2,headline,2017-04-28,2017,ok,yfinance,2017-04-28,2312
ZIM,T2,headline,2021-01-28,2021,ok,yfinance,2021-01-28,1368
HUD,T2,headline,2018-02-01,2018,missing_both_sources,,,0
BRDG,T2,headline,2021-07-16,2021,missing_both_sources,,,0
EB,T2,headline,2018-09-20,2018,missing_both_sources,,,0
AMC,T2,headline,2013-12-18,2013,ok,yfinance,2013-12-18,3157
VOYG,T2,headline,2025-06-11,2025,ok,yfinance,2025-06-11,271
CNTA,T2,headline,2021-05-28,2021,late_start_gap,yfinance,2026-06-24,4
RLAY,T2,headline,2020-07-16,2020,ok,yfinance,2020-07-16,1503
COTV,T2,headline,2016-05-26,2016,ok,yfinance,2016-05-26,567
STEP,T2,headline,2020-09-16,2020,ok,yfinance,2020-09-16,1460
VNET,T2,headline,2011-04-21,2011,ok,yfinance,2011-04-21,3826
NVA,T2,headline,2024-07-24,2024,ok,yfinance,2024-07-24,492
REAL,T2,headline,2019-06-28,2019,ok,yfinance,2019-06-28,1767
CADE,T2,headline,2017-04-13,2017,missing_both_sources,,,0
BOX,T2,headline,2015-01-23,2015,ok,yfinance,2015-01-23,2882
SUM,T2,headline,2015-03-12,2015,missing_both_sources,,,0
LADR,T2,headline,2014-02-06,2014,ok,yfinance,2014-02-06,3124
DNLI,T2,headline,2017-12-08,2017,ok,yfinance,2017-12-08,2156
QFIN,T2,headline,2018-12-14,2018,ok,yfinance,2018-12-14,1901
SMWB,T2,headline,2021-05-12,2021,ok,yfinance,2021-05-12,1296
FIHL,T2,headline,2023-06-29,2023,late_start_gap,yfinance,2026-07-10,1
PRME,T2,headline,2022-10-19,2022,ok,yfinance,2022-10-20,932
ATMU,T2,headline,2023-05-26,2023,ok,yfinance,2023-05-26,782
LMND,T2,headline,2020-07-02,2020,ok,yfinance,2020-07-02,1512
EYE,T2,headline,2017-10-26,2017,ok,yfinance,2017-10-27,2185
DTC,T2,headline,2021-10-28,2021,missing_both_sources,,,0
GH,T2,headline,2018-10-04,2018,ok,yfinance,2018-10-04,1950
GNLN,T2,headline,2019-04-18,2019,ok,yfinance,2019-04-18,1816
BE,T2,headline,2018-07-25,2018,ok,yfinance,2018-07-25,2000
OKTA,T2,headline,2017-04-07,2017,ok,yfinance,2017-04-07,2326
PLNT,T2,headline,2015-08-06,2015,ok,yfinance,2015-08-06,2747
UPWK,T2,headline,2018-10-03,2018,ok,yfinance,2018-10-03,1951
VSTA,T2,headline,2020-07-31,2020,missing_both_sources,,,0
OCIP,T2,headline,2013-10-04,2013,ok,yfinance,2013-10-04,1202
CRSR,T2,headline,2020-09-23,2020,ok,yfinance,2020-09-23,1455
BILL,T2,headline,2019-12-12,2019,ok,yfinance,2019-12-12,1651
TLRY,T2,headline,2018-07-19,2018,ok,yfinance,2018-07-19,2004
EVTC,T2,headline,2013-04-11,2013,ok,yfinance,2013-04-12,3331
INTA,T2,headline,2021-06-30,2021,ok,yfinance,2021-06-30,1262
IREN,T2,headline,2021-11-17,2021,ok,yfinance,2021-11-17,1164
ESRT,T2,headline,2013-10-02,2013,ok,yfinance,2013-10-02,3211
NSM,T2,headline,2012-03-07,2012,ok,yfinance,2012-03-08,1610
VAXX,T2,headline,2021-11-11,2021,ok,yfinance,2021-11-11,1168
ARES,T2,headline,2014-05-02,2014,ok,yfinance,2014-05-02,3065
SSNC,T2,headline,2010-03-30,2010,ok,yfinance,2010-03-31,4094
WEAV,T2,headline,2021-11-11,2021,ok,yfinance,2021-11-11,1168
ESNT,T2,headline,2013-10-31,2013,ok,yfinance,2013-10-31,3190
BKV,T2,headline,2024-09-26,2024,ok,yfinance,2024-09-26,447
KIOR,T2,headline,2011-06-23,2011,missing_both_sources,,,0
YETI,T2,headline,2018-10-25,2018,ok,yfinance,2018-10-25,1935
HPP,T2,headline,2010-06-23,2010,ok,yfinance,2010-06-24,4035
NYLD,T2,headline,2013-07-16,2013,missing_both_sources,,,0
UPST,T2,headline,2020-12-16,2020,ok,yfinance,2020-12-16,1396
DOLE,T2,headline,2021-07-30,2021,ok,yfinance,2021-07-30,1241
SONO,T2,headline,2018-08-02,2018,ok,yfinance,2018-08-02,1994
EVOP,T2,headline,2018-05-23,2018,missing_both_sources,,,0
SMAR,T2,headline,2018-04-27,2018,missing_both_sources,,,0
BYND,T2,headline,2019-05-02,2019,ok,yfinance,2019-05-02,1780
CARG,T2,headline,2017-10-12,2017,ok,yfinance,2017-10-12,2196
SWFT,T2,headline,2010-12-16,2010,missing_both_sources,,,0
ABSI,T2,headline,2021-07-22,2021,ok,yfinance,2021-07-22,1247
DSP,T2,headline,2021-02-10,2021,ok,yfinance,2021-02-10,1359
FSLY,T2,headline,2019-05-17,2019,ok,yfinance,2019-05-17,1796
ZUO,T2,headline,2018-04-12,2018,missing_both_sources,,,0
CRDO,T2,headline,2022-01-27,2022,ok,yfinance,2022-01-27,1116
HNST,T2,headline,2021-05-05,2021,ok,yfinance,2021-05-04,1302
GOGO,T2,headline,2013-06-20,2013,ok,yfinance,2013-06-21,3282
FXLV,T2,headline,2021-07-15,2021,late_start_gap,yfinance,2026-05-29,1
HKD,T2,headline,2022-07-15,2022,ok,yfinance,2022-07-15,1000
HRMY,T2,headline,2020-08-19,2020,ok,yfinance,2020-08-19,1479
ATAT,T2,headline,2022-11-11,2022,ok,yfinance,2022-11-11,916
SFIX,T2,headline,2017-11-17,2017,ok,yfinance,2017-11-17,2170
PGEM,T2,headline,2013-05-22,2013,ok,yfinance,2013-05-23,1230
PTLO,T2,headline,2021-10-21,2021,ok,yfinance,2021-10-21,1183
VLP,T2,headline,2013-12-10,2013,ok,yfinance,2013-12-11,1279
CAN,T2,headline,2019-11-21,2019,ok,yfinance,2019-11-20,1666
WHD,T2,headline,2018-02-08,2018,ok,yfinance,2018-02-08,2115
GHG,T2,headline,2018-03-27,2018,ok,yfinance,2018-03-27,2083
RUN,T2,headline,2015-08-05,2015,ok,yfinance,2015-08-05,2748
CSLT,T2,headline,2014-03-13,2014,missing_both_sources,,,0
SRFM,T2,headline,2023-07-27,2023,ok,yfinance,2023-07-27,741
GNC,T2,headline,2011-03-31,2011,missing_both_sources,,,0
NKA,T2,headline,2010-05-11,2010,missing_both_sources,,,0
SY,T2,headline,2019-05-02,2019,ok,yfinance,2019-05-02,1807
BFAM,T2,headline,2013-01-25,2013,ok,yfinance,2013-01-25,3384
HLI,T2,headline,2015-08-13,2015,ok,yfinance,2015-08-13,2742
ROKU,T2,headline,2017-09-28,2017,ok,yfinance,2017-09-28,2206
RDDT,T2,headline,2024-03-21,2024,ok,yfinance,2024-03-21,550
MRX,T2,headline,2024-04-25,2024,ok,yfinance,2024-04-25,553
ADCT,T2,headline,2020-05-15,2020,ok,yfinance,2020-05-18,1544
SNCY,T2,headline,2021-03-17,2021,late_start_gap,yfinance,2026-05-13,3
IRWD,T2,headline,2010-02-02,2010,ok,yfinance,2010-02-03,4133
PFSI,T2,headline,2013-05-08,2013,ok,yfinance,2013-05-09,3312
AGRO,T2,headline,2011-01-28,2011,ok,yfinance,2011-01-28,3884
ILPT,T2,headline,2018-01-12,2018,ok,yfinance,2018-01-12,2133
BLMN,T2,headline,2012-08-08,2012,ok,yfinance,2012-08-08,3499
OPRA,T2,headline,2018-07-27,2018,ok,yfinance,2018-07-27,1998
OAK,T2,headline,2012-04-11,2012,missing_both_sources,,,0
SNDL,T2,headline,2019-08-01,2019,ok,yfinance,2019-08-01,1744
ALEC,T2,headline,2019-02-07,2019,ok,yfinance,2019-02-07,1865
NTI,T2,headline,2012-07-25,2012,missing_both_sources,,,0
CNNX,T2,headline,2014-09-25,2014,missing_both_sources,,,0
SHOP,T2,headline,2015-05-21,2015,ok,yfinance,2015-05-20,2801
BGXX,T2,headline,2022-05-17,2022,missing_both_sources,,,0
TDUP,T2,headline,2021-03-26,2021,ok,yfinance,2021-03-26,1328
FTAI,T2,headline,2015-05-15,2015,ok,yfinance,2015-05-14,2805
RENT,T2,headline,2021-10-27,2021,ok,yfinance,2021-10-27,1179
NRGM,T2,headline,2011-12-15,2011,missing_both_sources,,,0
GOLF,T2,headline,2016-10-28,2016,ok,yfinance,2016-10-28,2436
BURL,T2,headline,2013-10-02,2013,ok,yfinance,2013-10-02,3211
KLTR,T2,headline,2021-07-21,2021,ok,yfinance,2021-07-21,1248
TWLO,T2,headline,2016-06-23,2016,ok,yfinance,2016-06-23,2525
SDHC,T2,headline,2024-01-11,2024,ok,yfinance,2024-01-11,625
RVLV,T2,headline,2019-06-07,2019,ok,yfinance,2019-06-07,1782
WTTR,T2,headline,2017-04-21,2017,ok,yfinance,2017-06-26,2272
EEX,T2,headline,2017-04-28,2017,ok,yfinance,2017-04-28,2312
KGS,T2,headline,2023-06-29,2023,ok,yfinance,2023-06-29,760
LB,T2,headline,2024-06-28,2024,ok,yfinance,2024-06-28,509
DSGN,T2,headline,2021-03-26,2021,ok,yfinance,2021-03-29,1327
TRTX,T2,headline,2017-07-20,2017,ok,yfinance,2017-07-20,2255
CGON,T2,headline,2024-01-25,2024,ok,yfinance,2024-01-25,616
MNTK,T2,headline,2021-01-22,2021,ok,yfinance,2021-01-22,1372
QEPM,T2,headline,2013-08-08,2013,missing_both_sources,,,0
DFH,T2,headline,2021-01-21,2021,ok,yfinance,2021-01-21,1373
INR,T2,headline,2025-01-31,2025,ok,yfinance,2025-01-31,361
ARLO,T2,headline,2018-08-03,2018,ok,yfinance,2018-08-03,1993
MDB,T2,headline,2017-10-19,2017,ok,yfinance,2017-10-19,2191
UAN,T2,headline,2011-04-07,2011,ok,yfinance,2011-04-08,3835
FANG,T2,headline,2012-10-11,2012,ok,yfinance,2012-10-12,3453
NRDS,T2,headline,2021-11-04,2021,ok,yfinance,2021-11-04,1173
PUMP,T2,headline,2017-03-17,2017,ok,yfinance,2017-03-17,2341
ASO,T2,headline,2020-10-02,2020,ok,yfinance,2020-10-02,1448
VLRS,T2,headline,2013-09-17,2013,ok,yfinance,2013-09-18,3221
GNRT,T2,headline,2015-06-25,2015,ok,yfinance,2015-06-25,746
TBA,T2,headline,2021-01-15,2021,missing_both_sources,,,0
SOPH,T2,headline,2021-07-23,2021,ok,yfinance,2021-07-23,1246
BRLT,T2,headline,2021-09-23,2021,ok,yfinance,2021-09-23,1203
OM,T2,headline,2020-09-15,2020,ok,yfinance,2020-09-15,1461
SCWX,T2,headline,2016-04-22,2016,missing_both_sources,,,0
PEGI,T2,headline,2013-09-27,2013,missing_both_sources,,,0
MAX,T2,headline,2020-10-28,2020,ok,yfinance,2020-10-28,1430
TNET,T2,headline,2014-03-27,2014,ok,yfinance,2014-03-27,3090
SGHT,T2,headline,2021-07-15,2021,ok,yfinance,2021-07-15,1252
SEER,T2,headline,2020-12-04,2020,ok,yfinance,2020-12-04,1404
SALE,T2,headline,2013-07-18,2013,ok,yfinance,2013-07-19,969
IPSC,T2,headline,2021-06-18,2021,ok,yfinance,2021-06-18,1270
IE,T2,headline,2022-06-28,2022,ok,yfinance,2022-06-28,1012
NMAX,T2,headline,2025-03-31,2025,ok,yfinance,2025-03-31,321
GMED,T2,headline,2012-08-02,2012,ok,yfinance,2012-08-03,3502
TRGP,T2,headline,2010-12-06,2010,ok,yfinance,2010-12-07,3920
AMV,T2,headline,2022-09-27,2022,missing_both_sources,,,0
AMLX,T2,headline,2022-01-07,2022,ok,yfinance,2022-01-07,1129
PGNY,T2,headline,2019-10-25,2019,ok,yfinance,2019-10-25,1684
YALA,T2,headline,2020-09-30,2020,ok,yfinance,2020-09-30,1450
OEC,T2,headline,2014-07-24,2014,ok,yfinance,2014-07-25,3007
EVH,T2,headline,2015-06-05,2015,ok,yfinance,2015-06-05,2790
SXC,T2,headline,2011-07-20,2011,ok,yfinance,2011-07-21,3764
CHGG,T2,headline,2013-11-13,2013,ok,yfinance,2013-11-13,3181
MN,T2,headline,2011-11-17,2011,missing_both_sources,,,0
TIGR,T2,headline,2019-03-20,2019,ok,yfinance,2019-03-20,1837
RMP,T2,headline,2014-12-17,2014,ok,yfinance,2014-12-17,905
IMCR,T2,headline,2021-02-05,2021,ok,yfinance,2021-02-05,1362
PRCT,T2,headline,2021-09-15,2021,ok,yfinance,2021-09-15,1209
FXCM,T2,headline,2010-12-01,2010,missing_both_sources,,,0
FWRG,T2,headline,2021-10-01,2021,ok,yfinance,2021-10-01,1197
MGP,T2,headline,2016-04-20,2016,missing_both_sources,,,0
SDGR,T2,headline,2020-02-06,2020,ok,yfinance,2020-02-06,1614
SDR,T2,headline,2012-04-17,2012,missing_both_sources,,,0
PACB,T2,headline,2010-10-26,2010,ok,yfinance,2010-10-27,3948
QIWI,T2,headline,2013-05-02,2013,ok,yfinance,2013-05-03,2854
NBHC,T2,headline,2012-09-19,2012,ok,yfinance,2012-09-20,3469
HCC,T2,headline,2017-04-13,2017,ok,yfinance,2017-04-13,2322
GOSS,T2,headline,2019-02-08,2019,ok,yfinance,2019-02-08,1864
VEI,T2,headline,2021-03-18,2021,missing_both_sources,,,0
CBF,T2,headline,2012-09-19,2012,missing_both_sources,,,0
ATKR,T2,headline,2016-06-10,2016,ok,yfinance,2016-06-10,2534
WNRL,T2,headline,2013-10-10,2013,missing_both_sources,,,0
MTGE,T2,headline,2011-08-03,2011,ok,yfinance,2011-08-04,1792
ALDW,T1,headline,2012-11-19,2012,missing_both_sources,,,0
VINP,T1,headline,2021-01-28,2021,ok,yfinance,2021-01-28,1368
SMLP,T1,headline,2012-09-27,2012,missing_both_sources,,,0
MNTN,T1,headline,2025-05-22,2025,ok,yfinance,2025-05-22,284
KYAK,T1,headline,2012-07-19,2012,missing_both_sources,,,0
BCAX,T1,headline,2024-09-13,2024,ok,yfinance,2024-09-13,456
YEXT,T1,headline,2017-04-13,2017,ok,yfinance,2017-04-13,2322
BRCB,T1,headline,2025-09-12,2025,ok,yfinance,2025-09-12,207
SUPV,T1,headline,2016-05-19,2016,ok,yfinance,2016-05-19,2549
DAWN,T1,headline,2021-05-27,2021,missing_both_sources,,,0
CUDA,T1,headline,2013-11-06,2013,ok,yfinance,2013-11-06,2028
PUBM,T1,headline,2020-12-09,2020,ok,yfinance,2020-12-09,1401
RVMD,T1,headline,2020-02-13,2020,ok,yfinance,2020-02-13,1609
SKYX,T1,headline,2022-02-10,2022,ok,yfinance,2022-02-10,1106
KANG,T1,headline,2014-04-09,2014,ok,yfinance,2014-04-09,1203
GDS,T1,headline,2016-11-02,2016,ok,yfinance,2016-11-02,2433
DUO,T1,headline,2019-11-01,2019,ok,yfinance,2019-11-01,1679
RH,T1,headline,2012-11-01,2012,ok,yfinance,2012-11-02,3440
FBLG,T1,headline,2024-01-31,2024,ok,yfinance,2024-01-31,612
OLLI,T1,headline,2015-07-16,2015,ok,yfinance,2015-07-16,2762
MTSI,T1,headline,2012-03-14,2012,ok,yfinance,2012-03-15,3600
ATEN,T1,headline,2014-03-21,2014,ok,yfinance,2014-03-21,3094
MEDP,T1,headline,2016-08-11,2016,ok,yfinance,2016-08-11,2491
TWFG,T1,headline,2024-07-18,2024,ok,yfinance,2024-07-18,496
KYTX,T1,headline,2024-02-09,2024,ok,yfinance,2024-02-09,605
FIVE,T1,headline,2012-07-18,2012,ok,yfinance,2012-07-19,3513
HCAT,T1,headline,2019-07-25,2019,ok,yfinance,2019-07-25,1749
CRBU,T1,headline,2021-07-23,2021,ok,yfinance,2021-07-23,1246
CNTB,T1,headline,2021-03-19,2021,ok,yfinance,2021-03-19,1333
YELP,T1,headline,2012-03-01,2012,ok,yfinance,2012-03-02,3609
SGRY,T1,headline,2015-10-01,2015,ok,yfinance,2015-09-30,2709
UPB,T1,headline,2024-10-11,2024,ok,yfinance,2024-10-11,436
RIGP,T1,headline,2014-07-31,2014,missing_both_sources,,,0
SDLP,T1,headline,2012-10-18,2012,missing_both_sources,,,0
ZVIA,T1,headline,2021-07-22,2021,ok,yfinance,2021-07-22,1247
CMRE,T1,headline,2010-11-03,2010,ok,yfinance,2010-11-04,3942
GHLD,T1,headline,2020-10-22,2020,missing_both_sources,,,0
PEN,T1,headline,2015-09-18,2015,ok,yfinance,2015-09-18,2717
NTRA,T1,headline,2015-07-02,2015,ok,yfinance,2015-07-01,2772
ZLAB,T1,headline,2017-09-20,2017,ok,yfinance,2017-09-20,2212
AUNA,T1,headline,2024-03-22,2024,ok,yfinance,2024-03-22,576
TLS,T1,headline,2020-11-19,2020,ok,yfinance,2020-11-19,1414
IQ,T1,headline,2018-03-29,2018,ok,yfinance,2018-03-29,2054
SDIG,T1,headline,2021-10-20,2021,missing_both_sources,,,0
MNRL,T1,headline,2019-04-18,2019,missing_both_sources,,,0
GNRC,T1,headline,2010-02-10,2010,ok,yfinance,2010-02-11,4127
KNSA,T1,headline,2018-05-24,2018,ok,yfinance,2018-05-25,2041
BL,T1,headline,2016-10-28,2016,ok,yfinance,2016-10-28,2436
GRDN,T1,headline,2024-09-26,2024,ok,yfinance,2024-09-26,447
VCTR,T1,headline,2018-02-08,2018,ok,yfinance,2018-02-08,2115
AAT,T1,headline,2011-01-12,2011,ok,yfinance,2011-01-13,3894
VITL,T1,headline,2020-07-31,2020,ok,yfinance,2020-07-31,1492
VTTI,T1,headline,2014-08-01,2014,missing_both_sources,,,0
KYMR,T1,headline,2020-08-21,2020,ok,yfinance,2020-08-21,1477
BCC,T1,headline,2013-02-05,2013,ok,yfinance,2013-02-06,3376
TRNO,T1,headline,2010-02-09,2010,ok,yfinance,2010-02-10,4128
CGEM,T1,headline,2021-01-08,2021,ok,yfinance,2021-01-08,1381
TLIS,T1,headline,2021-02-12,2021,missing_both_sources,,,0
PCTY,T1,headline,2014-03-19,2014,ok,yfinance,2014-03-19,3096
WMS,T1,headline,2014-07-24,2014,ok,yfinance,2014-07-25,3007
FCB,T1,headline,2014-08-01,2014,ok,yfinance,2014-08-01,1112
ARCE,T1,headline,2018-09-26,2018,missing_both_sources,,,0
ANL,T1,headline,2023-09-29,2023,ok,yfinance,2023-09-29,696
HTHT,T1,headline,2010-03-25,2010,ok,yfinance,2010-03-26,4097
MTDR,T1,headline,2012-02-01,2012,ok,yfinance,2012-02-02,3629
DYN,T1,headline,2020-09-17,2020,ok,yfinance,2020-09-17,1459
INN,T1,headline,2011-02-08,2011,ok,yfinance,2011-02-09,3876
GLUE,T1,headline,2021-06-24,2021,ok,yfinance,2021-06-24,1266
GPMT,T1,headline,2017-06-23,2017,ok,yfinance,2017-06-26,2272
MPLX,T1,headline,2012-10-25,2012,ok,yfinance,2012-10-26,3443
HG,T1,headline,2023-11-10,2023,ok,yfinance,2023-11-10,666
AVO,T1,headline,2020-10-01,2020,ok,yfinance,2020-10-02,1448
BRP,T1,headline,2019-10-24,2019,missing_both_sources,,,0
COCO,T1,headline,2021-10-21,2021,ok,yfinance,2021-10-21,1183
MEP,T1,headline,2013-11-07,2013,missing_both_sources,,,0
FSAM,T1,headline,2014-10-30,2014,missing_both_sources,,,0
SITE,T1,headline,2016-05-12,2016,ok,yfinance,2016-05-12,2554
AHR,T1,headline,2024-02-07,2024,ok,yfinance,2024-02-07,607
PAYC,T1,headline,2014-04-15,2014,ok,yfinance,2014-04-15,3077
BEAM,T1,headline,2020-02-06,2020,ok,yfinance,2020-02-06,1614
HUBS,T1,headline,2014-10-09,2014,ok,yfinance,2014-10-09,2954
PRLD,T1,headline,2020-09-25,2020,ok,yfinance,2020-09-25,1453
BVS,T1,headline,2021-02-11,2021,ok,yfinance,2021-02-11,1358
NNOX,T1,headline,2020-08-21,2020,ok,yfinance,2020-08-21,1477
SPT,T1,headline,2019-12-13,2019,ok,yfinance,2019-12-13,1650
PSXP,T1,headline,2013-07-22,2013,missing_both_sources,,,0
GHRS,T1,headline,2021-06-25,2021,ok,yfinance,2021-06-25,1265
ADAG,T1,headline,2021-02-09,2021,ok,yfinance,2021-02-09,1360
PTXP,T1,headline,2015-06-04,2015,missing_both_sources,,,0
SEPN,T1,headline,2024-10-25,2024,ok,yfinance,2024-10-25,426
